ID,ID COLLEZIONISTA,Nazione,Città,Collezionista,Luogo,# inv.,da,a,Modalità di Acquisizione,Nazione 2,Città 2,Venditore,Nome,Note,Archivio,Segnatura,Documento
FR 017,345.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 017,346.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 014, FR 015, FR 016, FR 018, FR 019, FR 020, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 017,347.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2754,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2754 [da Ercolano, sic]    "
FR 018,348.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1529 ,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 018,349.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1529 ,1759,1802,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 018,350.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 018,351.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 019, FR 020, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 018,351.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 018,352.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 019, FR 020, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 018,353.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2756,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2756 [da Ercolano, sic]   "
FR 019,354.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1530,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 019,355.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1530,1759,1802,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 019,356.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 019,357.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 018, FR 020, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 019,357.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 019,358.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 018, FR 020, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 019,359.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2757,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2757 [da Ercolano, sic]  "
FR 020,360.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1531,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 020,361.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1531,1759,1802,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 020,362.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 020,363.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 018, FR 019, FR 021 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 020,363.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 020,364.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 018, FR 019, FR 021 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 020,365.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2758,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2758 [da Ercolano, sic]   "
FR 021,366.0,Italia,Portici,Carlo VII di Borbone,Herculanense Museum,Bayardi 1532,1755,1759,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella prima stanza dell'Herculanense Museum,Missing Value,Missing Value,Missing Value
FR 021,367.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Bayardi 1532,1759,1802,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Esposta nella stanza dell'Herculanense Museum dedicata alle pitture,Missing Value,Missing Value,Missing Value
FR 021,368.0,Francia,Rueil-Malmaison,Napoleone Bonaparte,Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 021,369.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais,Château de Malmaison ,1328,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 018, FR 019, FR 020 – 500 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, p. 32, n. 139 [da Ercolano, sic]"
FR 021,369.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 233, n. 1328 [da Ercolano, sic]"
FR 021,370.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais,Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Valutata – insieme a FR 013, FR 014, FR 015, FR 016, FR 017, FR 018, FR 019, FR 020 – 1000 franchi ",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 20 [da Ercolano, sic]"
FR 021,371.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,2759,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistata da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 83, n. 2759 [da Ercolano, sic]    "
FR 022,372.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,ante 1792,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
FR 022,373.0,Francia,Rueil-Malmaison,Napoleone Bonaparte (?),Château de Malmaison ,Missing Value,1802,1809,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Imbarcato a Napoli come parte del cadeau napoleonico da spedire in Francia, il manufatto giunse prima a Tolone il 23 ottobre 1802, poi a Parigi il 28 aprile 1803 e infine nel castello di Malmaison il 6 maggio 1803.

Divorzio di Napoleone Bonaparte con Giuseppina di Beauharnais nel 1809 ",Missing Value,Missing Value,Missing Value
FR 022,374.0,Francia,Rueil-Malmaison,Giuseppina di Beauharnais (?),Château de Malmaison ,1484,1802,1814,Dono,Missing Value,Missing Value,Missing Value,Missing Value,"Divorzio di Giuseppina di Beauharnais con Napoleone Bonaparte nel 1809.

Nel 1814 il reperto fu valutato, insieme ad altri cinque candelabri, 150 franchi nell'inventario di Marin-Alexandre Lenoir",Parigi BhVP,ms. CP 5336,"Marin-Alexandre Lenoir, Catalogue historique et Raisonné des Antiquités et des marbres du Château Impérial de Malmaison; ordonné par Sa Majesté l’Imperatrice et Reine à M.r Alexandre Lenoir, admnistrateur du musée des monumens français &c &c. le 28, octobre 1809, 1809, pp. 33-34, n. 147 [da Ercolano, sic]"
FR 022,374.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Parigi AN,"Minutes et répertoires du notaire André Claude Noël, 27 août 1805 - 25 juin 1822 (étude LXVIII), Minutes de André Claude Noël, MC/ET/LXVIII/776","Inventaire après décès de l’impératrice Joséphine. 1814, 8 juin, 1814, p. 251, n. 1484 [da Ercolano, sic]"
FR 022,375.0,Francia,Rueil-Malmaison,Eugenio di Beauharnais (?) / Ortensia di Beauharnais (?),Château de Malmaison ,Missing Value,1814,1815,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Eugenio di Beauharnais e Ortensia di Beauharnais ereditarono tre candelabri per ciascuno, ogni terna valutata 150 franchi",Rueil-Malmaison AMMB-P,M.M.2010.16.1,"Etat de partage des Objets d’Artie & Antiquités dela Malmaison. Lot de S. A. Le Prince Eugène, [1814], n. 177 [da Ercolano, sic]"
FR 022,375.0,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,[Archivio Privato],Missing Value,"Objets d'art et antiquités échus en partage à Madame la Duchesse de Saint Leu, [1814], n. 177 [da Ercolano, sic]"
FR 022,376.0,Francia,Parigi,Edme-Antoine Durand,Missing Value,Missing Value,1815,1825,Acquisto,Missing Value,Missing Value,Missing Value,Missing Value,L'8 febbraio 1825 fu acquistato da Carlo X per il Musée du Louvre,Parigi AN,"Archives des musées nationaux - Registres des Collection, répertoires et inventaires (série *DD), Grands inventaires, 20150162/84","Inventaire de la collection Durand (1824), Tome 2: notamment sur les Antiques, 1824, p. 84, n. 2778  "
FR 023,377.0,Italia,Portici,Ferdinando I di Borbone,Herculanense Museum,Missing Value,ante 1792,1802,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
